age,education_level,cgpa,math_score,physics_score,biology_score,history_score,openness,conscientiousness,extraversion,agreeableness,neuroticism,weekly_self_study_hours,extracurricular_activities,hobbies,interests,budget,career_demand_score,career_aspiration
22,UG,6.8,88,90,52,70,4,3,2,3,1,23,1,"science, travel, music",healthcare,8,7,CA
23,PG,7.3,73,74,52,56,3,3,1,1,4,27,0,"coding, writing, reading",business,6,10,MBA
20,UG,7.2,70,76,69,62,3,2,3,4,1,14,1,"research, reading",arts,6,3,Arts
22,UG,7.3,76,89,68,72,2,2,4,2,4,14,1,"music, research, finance",technology,10,5,Lawyer
13,Grade 10,9.6,76,61,57,56,3,3,2,1,3,22,1,"debate, science",technology,15,7,Software Engineer
26,UG,8.7,73,91,71,50,2,3,3,4,2,17,1,"music, science",technology,14,3,Finance Manager
19,UG,7,75,86,56,53,2,3,3,2,2,18,0,reading,technology,13,4,MBA
24,PG,9.6,68,50,50,54,1,3,2,2,3,27,1,writing,business,13,8,Finance Manager
19,UG,8.6,80,71,76,75,3,4,2,2,1,16,1,travel,business,11,5,Arts
13,Grade 10,8.4,67,71,65,54,3,3,2,3,2,24,1,"science, writing",technology,11,6,CA
15,Grade 10,6.7,67,72,59,51,3,4,1,3,3,17,1,gaming,healthcare,9,8,Defence Persenal
18,UG,7.4,84,97,67,50,2,1,1,1,2,12,0,travel,arts,8,6,CA
17,Grade 12,7.2,67,85,50,64,3,1,3,3,2,23,1,"reading, dance",technology,7,8,Engineering
13,Grade 10,7.4,81,79,61,67,1,3,3,3,3,25,1,"writing, research",arts,12,7,Engineering
18,UG,8.9,91,77,90,61,1,2,2,4,2,28,0,finance,healthcare,13,5,IT Specialist
18,UG,6.5,71,82,72,78,3,2,2,2,3,27,0,"coding, reading",arts,10,9,Data Scientist
18,UG,9,88,93,50,60,2,4,3,2,3,13,0,dance,healthcare,12,5,Arts
20,UG,6.6,71,100,76,66,3,2,1,1,3,8,0,coding,healthcare,14,7,Finance Manager
21,UG,8.9,78,76,62,67,3,3,3,2,4,17,1,"writing, painting, sports",healthcare,10,6,Arts
26,PG,10,75,66,67,85,3,4,2,2,3,22,0,"music, history, travel",arts,11,6,Data Scientist
20,UG,8.7,67,100,66,90,1,3,3,2,2,24,1,"sports, finance, science",healthcare,7,4,Historian
23,PG,8.2,89,88,67,59,4,3,3,2,2,11,1,"history, gaming, dance",business,4,7,Defence Persenal
20,UG,9.1,76,71,71,54,2,2,4,3,2,8,1,"dance, travel",arts,8,7,Medicine
15,Grade 10,6.3,83,78,80,66,2,2,4,2,3,15,0,"music, coding",arts,8,6,CA
27,UG,6.8,79,67,78,64,3,2,3,3,1,17,0,"reading, debate",business,17,8,Finance Manager
15,Grade 10,6.4,77,66,77,72,5,3,3,3,2,26,1,"painting, travel, history",healthcare,8,4,CA
26,PG,7.6,81,76,73,76,2,2,2,2,3,16,1,science,arts,15,6,Defence Persenal
14,Grade 10,8.5,66,68,91,79,1,3,3,1,1,15,0,"music, coding",healthcare,14,4,Data Scientist
16,Grade 12,6.1,67,77,59,65,4,3,3,1,3,20,0,"coding, debate",arts,13,5,Data Scientist
21,UG,6.7,91,88,81,73,1,2,4,2,2,17,1,"dance, reading",business,9,5,Defence Persenal
15,Grade 10,7.6,74,78,78,57,2,1,2,3,1,12,1,"research, reading, dance",technology,11,7,IT Specialist
19,UG,9.1,84,73,74,59,2,4,4,3,1,26,0,"sports, coding, travel",business,11,7,Medicine
20,UG,7.1,78,85,59,74,4,3,2,3,2,28,1,"debate, sports, writing",arts,14,10,MBA
22,UG,6.4,67,56,81,77,2,2,3,2,3,21,1,"debate, dance, music",healthcare,8,4,Arts
22,UG,8.6,85,61,55,81,1,3,3,1,4,19,1,"travel, debate, history",business,12,4,Finance Manager
18,UG,7.6,71,50,66,50,3,2,4,3,2,31,0,"history, debate, dance",business,3,7,Finance Manager
21,UG,6.2,92,60,52,79,2,4,3,3,1,24,0,science,technology,14,5,Data Scientist
13,Grade 10,7.2,86,83,68,80,2,1,3,4,2,9,0,"writing, research",healthcare,11,7,Software Engineer
18,UG,7.1,82,73,69,68,4,5,4,3,2,23,1,"science, debate, reading",technology,9,5,Medicine
18,UG,8,61,86,64,59,2,2,2,1,2,8,1,reading,business,12,8,Software Engineer
20,UG,7,70,77,80,90,4,5,2,4,1,20,1,"music, gaming",technology,9,6,Data Scientist
23,PG,7.5,77,88,62,63,2,2,3,2,4,20,1,"science, dance",business,12,4,Finance Manager
23,PG,8.9,86,79,78,75,1,2,4,3,1,31,0,sports,business,3,5,CA
15,Grade 10,7.5,79,64,69,61,5,3,1,4,2,25,1,finance,healthcare,7,3,Software Engineer
13,Grade 10,6.6,76,73,100,50,2,4,2,3,3,11,1,"history, painting, travel",technology,4,9,Historian
26,UG,5,75,80,73,69,3,3,5,2,3,9,1,dance,technology,9,9,CA
25,UG,6.4,63,71,58,82,1,1,5,1,2,22,1,"painting, dance, finance",business,12,9,IT Specialist
15,Grade 10,6.9,65,79,85,74,2,1,4,4,4,15,0,painting,arts,6,9,CA
21,UG,7.3,89,78,71,80,2,3,2,3,2,18,1,travel,arts,15,4,Historian
17,Grade 12,9.5,75,73,94,68,1,3,2,2,3,21,0,"sports, travel, science",technology,7,8,Data Scientist
23,PG,6.8,52,76,64,62,2,2,2,3,1,19,0,"finance, sports",arts,12,8,IT Specialist
23,UG,8.8,79,83,53,58,3,1,3,5,3,23,1,"reading, gaming",arts,11,7,Software Engineer
19,UG,7.1,80,74,60,61,3,2,3,2,4,18,0,"research, painting, sports",healthcare,9,3,Defence Persenal
15,Grade 10,8,74,67,73,71,1,4,1,3,2,29,1,"dance, research",arts,6,5,Data Scientist
23,UG,8.3,96,67,50,73,2,5,4,2,4,16,1,sports,healthcare,13,3,MBA
20,UG,8.6,82,64,63,77,4,3,2,3,4,17,1,"finance, history, writing",arts,10,5,Arts
15,Grade 10,7.1,75,77,76,68,2,2,2,2,2,17,1,"painting, music",technology,14,7,IT Specialist
18,UG,8.8,69,85,79,68,5,4,4,2,1,14,1,"finance, science, debate",arts,8,9,Medicine
16,Grade 12,9.1,74,76,71,62,2,2,2,3,3,18,1,"debate, writing",business,11,6,Defence Persenal
21,UG,6,80,75,83,69,2,1,3,2,1,24,1,"travel, music, painting",business,13,5,Historian
20,UG,8.6,84,82,63,63,1,1,2,4,4,21,0,"sports, travel, finance",arts,6,10,Medicine
22,UG,6.9,85,81,72,76,3,1,3,4,2,24,1,"dance, painting",healthcare,14,9,Defence Persenal
24,UG,6.9,66,69,61,82,2,5,1,3,3,28,0,gaming,technology,12,7,Engineering
20,UG,9.3,80,79,76,81,3,2,3,2,2,17,1,travel,healthcare,9,9,Historian
27,UG,6.7,70,66,61,67,3,3,3,1,2,28,1,"history, sports, travel",arts,9,9,MBA
20,UG,6,100,79,68,70,3,2,2,5,2,15,1,"history, sports",technology,14,9,Historian
19,UG,6.2,77,77,64,79,1,3,2,5,1,21,0,"research, travel, gaming",healthcare,11,7,Finance Manager
25,UG,8.1,90,66,50,67,1,3,3,2,2,32,0,"history, gaming",healthcare,7,6,MBA
20,UG,6.8,83,84,89,71,3,4,2,2,3,26,1,history,healthcare,9,8,Lawyer
18,UG,7.6,74,93,70,61,4,4,2,3,2,19,0,"writing, painting, gaming",arts,7,3,Medicine
15,Grade 10,7.4,88,84,58,67,5,2,2,2,2,14,1,"history, writing, painting",technology,7,8,Software Engineer
17,Grade 12,6.7,82,87,68,63,2,2,1,2,4,24,1,"debate, finance, painting",arts,7,5,Engineering
20,UG,7.7,85,80,62,74,1,2,4,2,2,15,1,science,healthcare,7,5,Finance Manager
18,UG,6.7,73,73,83,72,1,4,3,3,1,7,0,"writing, gaming, research",healthcare,11,5,IT Specialist
22,UG,7.6,70,74,50,62,2,2,2,2,1,14,1,"reading, research",business,11,8,Arts
20,UG,8,90,78,71,68,5,3,2,2,4,19,1,"music, painting",healthcare,4,6,Defence Persenal
16,Grade 12,7.6,79,67,86,66,2,2,3,1,4,24,0,"gaming, finance, history",arts,11,6,Data Scientist
19,UG,8.9,91,90,71,50,1,4,2,2,2,33,0,"dance, writing",healthcare,13,9,Arts
15,Grade 10,6.9,76,61,80,52,1,3,3,3,3,23,1,"sports, finance, dance",technology,10,8,Finance Manager
22,UG,8.2,75,58,62,57,3,3,3,2,2,16,0,gaming,business,5,5,Engineering
22,UG,7.9,68,85,85,76,3,2,3,3,2,23,0,"gaming, reading",arts,11,7,Software Engineer
19,UG,6.4,64,62,74,66,2,4,4,3,5,10,0,"science, sports",business,9,4,Defence Persenal
20,UG,5.3,68,78,71,64,1,3,3,2,2,27,0,finance,technology,10,6,Arts
20,UG,5.2,73,86,54,62,3,3,2,2,4,26,0,"research, reading",business,8,5,IT Specialist
21,UG,7.8,83,75,78,93,4,1,4,3,2,21,0,"history, coding",business,11,6,Engineering
25,PG,6.2,67,79,72,69,3,3,3,2,3,33,1,"coding, writing",healthcare,7,6,MBA
21,UG,7.2,75,78,76,50,2,5,2,4,4,10,0,"dance, sports, coding",healthcare,12,5,Engineering
25,PG,8.7,77,84,89,51,3,3,3,3,3,20,1,"reading, coding, travel",healthcare,10,10,Defence Persenal
23,UG,7.3,95,84,59,66,3,2,3,2,3,22,1,debate,arts,8,8,Data Scientist
23,UG,7.6,77,64,74,62,3,5,4,2,3,11,1,"gaming, travel",technology,12,8,Data Scientist
22,UG,6.5,80,80,74,50,3,3,3,2,1,11,1,"debate, writing",healthcare,10,9,Lawyer
22,UG,7.9,80,77,72,84,2,2,2,2,2,16,1,"history, science, writing",technology,6,7,Data Scientist
20,UG,7.2,75,80,77,70,3,2,3,2,5,21,1,"painting, sports",business,10,8,Engineering
14,Grade 10,6.5,81,72,61,50,4,3,2,2,3,27,0,coding,technology,7,5,Defence Persenal
17,Grade 12,7.1,67,80,55,73,2,2,1,3,4,17,0,sports,arts,7,7,Medicine
17,Grade 12,6.4,94,75,73,52,1,4,3,2,1,19,0,"gaming, coding",arts,9,7,Lawyer
19,UG,7.7,75,65,79,81,1,3,4,2,1,14,1,science,healthcare,13,10,IT Specialist
16,Grade 12,8.6,87,63,55,89,2,3,2,3,3,18,1,reading,business,11,6,Lawyer
21,UG,7.1,59,95,84,89,1,3,1,4,1,22,1,"gaming, history, finance",technology,7,9,Defence Persenal
29,UG,7.3,78,77,68,63,3,4,2,3,4,27,1,"reading, coding",healthcare,5,5,CA
25,UG,7.7,62,86,67,69,3,3,4,4,4,26,1,"finance, sports",business,13,6,CA
22,UG,7.1,87,74,70,61,3,3,2,2,2,12,0,"gaming, sports",technology,12,7,Arts
15,Grade 10,8.2,77,58,73,53,3,3,1,3,3,19,1,"reading, painting, research",arts,13,8,Finance Manager
17,Grade 12,6.5,84,75,57,69,3,4,3,3,2,22,0,"writing, history, debate",business,13,9,MBA
20,UG,7.6,79,71,51,75,2,2,3,3,3,31,1,"finance, research",healthcare,12,10,Lawyer
18,UG,7.1,80,79,70,65,3,2,4,5,3,24,0,"reading, writing",technology,14,5,Finance Manager
13,Grade 10,6.4,87,78,66,60,1,3,2,2,1,27,1,"research, travel",arts,10,8,Medicine
19,UG,7,86,80,70,79,1,2,2,2,1,21,1,"writing, coding, science",arts,12,5,Medicine
28,UG,8.8,60,82,70,73,4,1,2,3,3,27,0,science,technology,10,6,Engineering
18,UG,10,91,65,86,63,1,3,4,3,3,23,0,coding,business,7,10,MBA
19,UG,8.2,80,70,59,63,2,2,3,3,2,18,0,reading,technology,13,8,Finance Manager
15,Grade 10,6.8,77,72,76,76,3,1,2,1,3,24,0,dance,technology,13,6,Finance Manager
24,PG,7.2,75,67,75,62,2,1,2,3,3,29,1,"sports, travel",technology,12,5,Arts
21,UG,7.4,78,64,77,100,2,2,2,2,2,19,1,"coding, dance",business,13,7,Medicine
17,Grade 12,10,66,77,88,53,4,1,3,3,4,17,1,"dance, science",healthcare,10,4,CA
24,PG,9.3,75,75,92,95,4,2,1,1,2,17,0,"reading, history, painting",arts,9,9,Lawyer
15,Grade 10,7.7,71,84,81,50,2,2,4,2,3,20,0,"debate, finance, music",healthcare,9,4,CA
21,UG,8.3,79,81,68,80,2,3,2,2,3,12,1,dance,technology,10,6,Defence Persenal
20,UG,7.5,77,83,72,84,3,4,2,2,3,25,0,"dance, debate",business,7,5,CA
20,UG,6.9,88,66,50,76,2,3,4,3,3,19,1,gaming,business,5,8,Engineering
22,UG,8,73,80,79,63,2,3,3,2,1,21,1,"music, sports",technology,10,3,Historian
17,Grade 12,8.2,88,51,62,63,4,1,2,2,4,14,1,"history, reading, dance",business,11,5,Lawyer
22,UG,6.9,76,79,58,61,3,1,4,4,2,25,0,"painting, gaming, science",healthcare,8,5,Engineering
22,UG,6.1,50,74,66,56,1,3,3,2,1,25,0,"coding, science",business,7,8,Data Scientist
23,UG,8.7,59,80,81,68,3,4,5,1,2,30,0,"music, painting",arts,11,10,Engineering
18,UG,8,73,93,63,70,3,3,2,2,2,16,0,"travel, debate",healthcare,7,7,Lawyer
18,UG,7.8,72,69,62,79,3,1,1,2,1,21,0,painting,arts,6,5,Engineering
22,UG,5.5,83,83,59,66,1,3,3,3,2,24,0,"coding, debate",arts,7,3,Defence Persenal
16,Grade 12,7.6,64,71,57,60,2,1,3,4,1,13,0,coding,business,8,5,Medicine
17,Grade 12,8,97,66,69,50,1,3,1,3,1,21,0,"reading, coding",healthcare,8,8,Software Engineer
28,UG,7.6,85,78,50,63,4,2,2,3,4,19,1,"history, reading, music",healthcare,11,10,Engineering
17,Grade 12,7,71,64,94,58,3,1,5,2,3,22,1,"finance, sports",arts,10,8,Historian
16,Grade 12,7,78,69,65,67,1,1,4,3,1,29,1,"sports, finance",arts,11,6,Finance Manager
15,Grade 10,6.7,82,75,56,86,2,3,1,1,2,16,0,finance,arts,3,8,IT Specialist
27,UG,7.6,57,70,72,53,3,3,5,1,2,6,0,"coding, sports, debate",business,11,8,MBA
17,Grade 12,7.3,75,82,73,64,1,2,3,1,3,20,1,"research, science",business,10,7,Software Engineer
13,Grade 10,9.1,67,86,53,62,1,2,2,2,2,16,1,"finance, history",arts,9,8,CA
18,UG,8.2,89,70,92,56,2,2,2,2,3,17,1,"music, debate",technology,5,5,MBA
17,Grade 12,7.7,69,71,50,74,4,1,3,3,2,16,1,"history, music, science",arts,11,4,Medicine
13,Grade 10,6.2,78,66,90,61,2,3,1,3,1,24,0,finance,technology,4,7,Finance Manager
15,Grade 10,6.5,84,66,63,70,2,4,3,3,3,18,1,"reading, painting, writing",business,12,3,CA
23,UG,9.2,71,65,53,70,2,2,1,2,2,29,1,"sports, music",healthcare,7,5,Historian
14,Grade 10,6.6,87,77,60,79,3,3,2,4,2,23,0,"travel, history",healthcare,5,8,CA
18,UG,6.6,78,80,50,72,1,2,2,4,3,16,0,"sports, science",arts,10,5,CA
27,UG,10,75,71,65,52,3,3,4,3,3,13,0,"painting, reading",arts,5,6,Finance Manager
22,UG,6,59,73,69,58,3,2,4,2,4,16,1,"sports, research",business,8,10,Defence Persenal
13,Grade 10,8.7,87,86,80,79,3,3,3,3,2,21,1,"dance, history",healthcare,10,6,Lawyer
21,UG,9.6,76,81,59,74,2,2,3,2,2,21,0,"music, coding",business,3,8,IT Specialist
17,Grade 12,7.1,70,84,80,69,2,4,2,3,2,14,1,"coding, music",technology,9,6,Engineering
24,PG,6.5,76,73,75,79,1,2,2,3,5,30,0,reading,healthcare,11,8,Arts
18,UG,8.6,69,91,68,70,3,1,3,4,2,30,1,travel,healthcare,11,4,CA
15,Grade 10,8.9,54,83,80,76,1,2,3,3,4,23,1,"finance, history",business,10,7,Arts
17,Grade 12,8,50,72,55,69,2,4,2,3,2,24,0,travel,business,3,3,Defence Persenal
19,UG,7.1,79,64,58,63,2,1,3,1,1,15,1,"music, debate, gaming",arts,13,3,Finance Manager
22,UG,9.7,99,78,67,67,2,1,3,3,1,16,1,history,technology,10,7,Arts
16,Grade 12,8.1,79,63,97,57,3,2,2,3,2,21,1,"finance, research",arts,5,10,Finance Manager
22,UG,7.1,68,80,87,67,3,4,1,3,3,13,0,"gaming, research, science",healthcare,9,3,Software Engineer
16,Grade 12,6,71,71,76,56,3,1,2,3,4,15,1,"debate, painting",arts,9,7,Historian
19,UG,6.3,87,75,54,58,4,4,3,2,3,10,1,gaming,arts,7,7,MBA
13,Grade 10,6.5,76,80,68,63,2,3,2,2,3,19,0,"travel, painting",business,12,8,Engineering
21,UG,6.5,69,67,69,56,1,2,2,3,3,18,0,finance,arts,7,10,Engineering
15,Grade 10,7.3,80,67,79,55,3,3,1,1,4,17,0,"writing, reading, history",technology,12,8,Software Engineer
20,UG,9.7,73,75,68,69,2,2,4,3,3,23,0,"dance, painting",technology,11,10,Software Engineer
18,UG,7.5,66,95,71,78,2,2,3,4,2,15,0,"painting, coding, gaming",healthcare,9,4,Historian
20,UG,8.1,78,70,89,54,3,4,2,4,2,15,1,"music, dance",business,11,5,Medicine
23,UG,9.4,80,76,91,67,2,3,3,1,2,19,0,"painting, writing",business,15,7,Software Engineer
23,PG,7.6,100,72,74,63,3,4,5,2,1,6,1,"research, music",business,8,4,Software Engineer
29,PG,6.9,74,71,77,87,3,4,2,1,2,30,1,music,business,8,5,Lawyer
14,Grade 10,9.1,81,65,97,67,2,3,3,3,4,19,1,"research, finance",arts,11,8,Data Scientist
28,UG,9.4,64,54,88,64,3,3,2,3,2,21,1,"dance, gaming",healthcare,13,3,Data Scientist
14,Grade 10,6.3,100,63,81,90,3,4,1,2,1,13,1,"coding, debate, sports",arts,10,7,Engineering
18,UG,6.7,91,76,66,80,2,3,1,4,3,9,0,science,business,9,3,Lawyer
13,Grade 10,8.8,86,73,83,57,2,4,2,2,2,7,1,sports,arts,9,6,Software Engineer
22,UG,8.1,74,73,78,69,2,1,3,1,1,13,1,music,healthcare,16,6,Software Engineer
21,UG,6.5,67,75,85,67,1,3,2,4,2,23,0,"research, coding, painting",healthcare,5,9,Historian
25,UG,7.7,71,70,72,90,1,4,2,3,3,18,0,"history, science",arts,5,7,Software Engineer
13,Grade 10,8.1,72,77,66,61,1,3,1,2,3,23,0,"gaming, painting",business,6,4,CA
18,UG,7,80,90,55,90,3,1,5,3,3,21,1,"writing, music",arts,9,6,Defence Persenal
26,PG,8.4,69,73,59,71,3,3,1,3,2,27,1,"gaming, debate, music",healthcare,10,3,IT Specialist
16,Grade 12,7.4,100,80,73,75,1,4,2,3,3,8,1,painting,business,11,9,Historian
19,UG,5.2,66,73,69,79,3,2,2,2,2,17,0,"debate, dance",business,10,4,Arts
17,Grade 12,7.8,84,80,78,68,2,4,3,2,3,14,0,"history, gaming, painting",arts,11,9,Software Engineer
18,UG,6.9,69,65,69,68,3,3,4,2,2,20,0,"dance, reading",business,8,6,Engineering
23,UG,5.7,66,76,86,79,3,1,1,5,2,33,1,"writing, travel",business,6,6,Lawyer
22,UG,8.5,72,81,91,73,2,4,1,1,3,26,1,"reading, history",arts,12,5,Finance Manager
25,UG,7.2,73,72,59,59,3,3,3,3,2,26,0,"sports, gaming, dance",healthcare,3,6,Lawyer
19,UG,8,56,71,79,57,3,3,2,4,1,24,1,"travel, debate",technology,7,7,Software Engineer
18,UG,8.5,66,80,68,85,1,2,2,2,2,24,1,"travel, dance",business,6,3,MBA
16,Grade 12,8,84,82,85,71,3,2,2,3,3,26,1,"gaming, travel",technology,11,7,Defence Persenal
21,UG,7.1,80,50,63,59,1,4,2,3,3,25,1,writing,business,10,7,Historian
15,Grade 10,7.7,82,72,73,61,1,3,2,4,3,26,0,"writing, science",technology,6,3,IT Specialist
19,UG,8.7,79,78,74,57,1,2,3,3,3,20,0,"gaming, coding, debate",technology,10,6,IT Specialist
19,UG,10,59,73,70,58,3,1,1,3,3,27,0,"writing, travel, painting",arts,12,10,Engineering
18,UG,6.9,78,67,68,89,4,3,3,3,2,23,0,"finance, sports",healthcare,8,6,Defence Persenal
13,Grade 10,6.4,69,63,59,68,2,3,1,3,2,18,1,history,arts,4,6,MBA
22,UG,5,63,85,65,76,4,3,2,2,3,29,1,travel,arts,10,10,MBA
13,Grade 10,6.5,57,77,50,74,2,3,2,5,1,10,1,"coding, research",business,15,8,MBA
18,UG,8.7,55,83,61,78,3,2,2,2,1,8,0,"debate, research, science",healthcare,6,6,Software Engineer
20,UG,6.3,64,74,88,71,3,1,3,2,2,13,0,"painting, reading, sports",business,11,7,Arts
26,UG,5.8,65,76,58,73,1,1,3,2,3,7,1,dance,healthcare,11,7,Data Scientist
18,UG,7.8,64,75,72,71,2,1,3,3,1,13,1,"research, gaming",healthcare,12,4,Engineering
21,UG,9.2,81,56,75,68,4,3,3,1,1,17,0,"finance, debate, history",healthcare,10,8,Medicine
15,Grade 10,8.2,73,59,69,50,1,4,2,2,2,19,0,debate,business,16,6,IT Specialist
23,UG,7.1,87,75,82,60,2,3,2,2,2,18,1,"dance, science",arts,9,5,Historian
20,UG,8.5,76,80,69,50,2,2,2,3,5,26,1,"finance, reading, science",healthcare,15,10,Lawyer
20,UG,5,72,89,75,50,2,2,2,2,4,17,0,"science, research",business,7,8,IT Specialist
29,PG,7.5,74,79,59,71,2,3,3,2,1,21,1,"coding, dance, research",business,10,5,Historian
13,Grade 10,8.3,90,84,73,76,3,3,3,3,5,25,1,debate,arts,10,7,CA
18,UG,8.3,76,64,76,61,3,1,3,2,2,10,1,travel,technology,11,7,Medicine
19,UG,7.4,67,84,71,87,4,3,1,2,2,29,0,"music, gaming, reading",healthcare,9,6,Software Engineer
14,Grade 10,8.3,70,70,63,74,2,2,1,3,3,18,1,music,arts,10,10,Medicine
17,Grade 12,8.3,87,80,72,70,2,3,4,2,3,19,1,"travel, coding",arts,12,5,Medicine
15,Grade 10,5.7,71,85,67,69,2,4,1,1,3,21,1,travel,technology,9,6,IT Specialist
16,Grade 12,7.6,71,82,77,64,3,5,3,2,3,21,1,"travel, finance",technology,13,6,Defence Persenal
14,Grade 10,6,62,62,83,54,1,2,3,1,4,22,0,research,technology,10,6,Medicine
21,UG,7.4,78,91,69,74,3,3,4,4,4,26,0,"music, sports, reading",healthcare,8,6,Software Engineer
20,UG,9,65,76,71,57,3,2,3,3,3,13,0,"gaming, history, music",business,10,7,Arts
14,Grade 10,6.8,71,74,61,63,2,1,4,2,2,17,0,"coding, research, travel",business,11,7,Data Scientist
17,Grade 12,7.4,75,88,85,58,2,4,1,3,2,27,1,"coding, music, travel",healthcare,13,7,Historian
18,UG,6.9,71,78,86,51,1,4,3,2,3,15,0,"travel, science, sports",technology,12,5,Finance Manager
25,UG,7.9,80,65,61,88,3,2,4,2,4,26,0,"debate, finance, science",healthcare,6,4,Historian
21,UG,5.8,85,68,57,62,2,4,1,2,2,27,1,"music, research, debate",technology,13,6,Medicine
18,UG,6.6,87,67,67,71,2,3,4,3,2,18,1,"music, history",technology,13,9,Data Scientist
20,UG,6.1,66,72,80,66,1,4,3,1,4,19,1,history,business,8,7,IT Specialist
26,PG,7.8,73,67,54,76,2,3,2,4,3,24,1,writing,healthcare,11,6,Data Scientist
18,UG,7.1,82,63,86,77,2,1,3,3,2,19,0,"gaming, debate",technology,10,10,Data Scientist
21,UG,6.3,80,63,67,59,4,3,3,2,2,22,1,travel,technology,12,6,Lawyer
19,UG,8.5,76,90,63,85,2,2,3,2,2,5,1,"music, finance, science",healthcare,11,7,Historian
22,UG,6.5,87,75,69,84,2,2,3,3,3,17,1,"dance, finance",healthcare,3,5,Arts
14,Grade 10,8,60,73,64,92,2,1,3,2,1,20,1,"coding, research",technology,11,7,Defence Persenal
16,Grade 12,7.5,67,75,76,55,2,3,5,2,2,20,0,science,technology,10,7,CA
13,Grade 10,5.4,69,85,100,79,2,2,4,2,2,14,1,"debate, sports, research",healthcare,4,6,Arts
19,UG,8.7,70,61,58,85,3,2,3,3,4,16,1,"science, reading",arts,9,9,Engineering
25,UG,9.2,65,77,71,76,4,2,3,3,3,26,1,research,business,13,4,Finance Manager
24,UG,8.3,67,58,76,72,1,3,2,5,1,21,1,"writing, finance",business,7,8,Historian
24,PG,5.3,81,61,62,87,2,3,2,2,2,18,0,"coding, science, painting",healthcare,10,4,Arts
21,UG,6.8,69,78,80,60,3,1,4,2,3,22,0,"dance, travel",healthcare,16,5,Medicine
24,UG,7.6,67,78,62,71,1,4,3,3,2,27,1,"reading, finance",technology,11,7,CA
18,UG,8.8,77,74,55,54,1,5,2,4,1,22,0,"music, history",technology,8,3,Defence Persenal
14,Grade 10,9.2,96,91,77,71,3,2,4,3,4,19,1,debate,business,5,3,Arts
20,UG,7.3,83,73,66,79,2,1,1,4,5,27,0,music,business,8,7,Data Scientist
15,Grade 10,7,62,66,55,71,4,4,4,3,1,26,1,"writing, travel",arts,12,7,Defence Persenal
14,Grade 10,7.1,77,72,82,50,2,3,4,3,2,22,1,"sports, debate, research",arts,9,4,IT Specialist
20,UG,7.1,71,70,82,83,2,3,3,2,1,5,1,"science, dance",technology,12,7,Data Scientist
17,Grade 12,7.1,93,84,63,81,3,2,5,4,2,16,0,sports,business,6,3,MBA
23,PG,7.3,67,62,58,89,2,3,2,2,1,19,0,painting,business,11,3,CA
15,Grade 10,6.7,69,85,75,59,4,3,2,2,1,12,1,"debate, coding",healthcare,7,6,IT Specialist
21,UG,8.7,55,89,80,59,2,2,2,2,3,27,1,gaming,business,8,5,Historian
18,UG,7.3,69,73,72,75,1,3,3,3,3,19,0,dance,business,6,5,Finance Manager
15,Grade 10,6.2,70,90,63,76,5,1,3,2,1,16,1,travel,technology,7,7,Defence Persenal
19,UG,7.7,81,73,67,68,2,4,2,2,2,14,0,"reading, travel",healthcare,14,6,Historian
15,Grade 10,8.5,82,95,63,77,2,2,1,2,1,20,0,sports,technology,9,8,Software Engineer
13,Grade 10,6.6,66,84,52,73,4,3,4,2,2,23,1,research,business,9,8,Software Engineer
13,Grade 10,7.1,75,66,64,80,1,2,3,2,4,32,0,"coding, reading, debate",healthcare,14,7,Finance Manager
20,UG,8.9,67,74,86,50,4,4,2,1,1,29,1,"sports, gaming",arts,8,9,Software Engineer
22,UG,6.3,75,77,52,81,1,1,2,1,1,17,1,"science, finance, reading",healthcare,10,5,Historian
13,Grade 10,9.3,69,66,54,70,2,5,3,2,1,21,1,"sports, history",technology,6,8,Medicine
25,UG,6.7,69,86,86,74,1,4,1,4,5,20,0,writing,healthcare,15,8,Engineering
16,Grade 12,7.2,61,71,76,66,4,1,1,3,3,28,0,coding,arts,9,7,Arts
18,UG,7.5,73,80,74,73,2,2,3,2,1,20,1,painting,business,4,7,Lawyer
18,UG,6.7,71,75,59,60,2,2,3,2,2,32,0,"coding, gaming, research",healthcare,13,9,MBA
24,PG,5.7,71,68,75,63,3,2,3,1,4,19,1,science,arts,14,7,CA
21,UG,5.5,73,81,52,72,3,1,4,3,2,31,1,"science, writing",business,5,8,Data Scientist
20,UG,8.2,85,57,65,54,1,2,2,2,3,23,0,"dance, science, research",business,12,8,Arts
17,Grade 12,6.6,82,71,64,73,3,4,1,3,1,21,0,music,business,7,5,IT Specialist
14,Grade 10,7.9,73,85,72,72,3,3,2,4,3,24,1,"coding, history",healthcare,6,3,Arts
26,PG,7.3,74,73,53,67,2,2,3,1,3,24,0,"music, sports, gaming",technology,12,5,Historian
17,Grade 12,8.6,57,79,73,61,4,1,2,2,2,5,1,"science, coding, history",arts,14,9,Defence Persenal
14,Grade 10,5.4,62,80,56,63,3,3,1,1,3,16,1,"history, finance",business,12,4,Engineering
18,UG,8.8,78,87,61,64,3,3,3,3,2,14,1,research,business,7,6,Data Scientist
16,Grade 12,7.9,76,87,86,80,2,3,2,1,3,7,1,"sports, research",technology,11,3,CA
28,PG,8.5,86,71,82,76,2,4,2,4,2,25,1,finance,technology,12,3,Arts
24,PG,9.1,74,69,67,52,1,5,3,2,1,14,0,coding,arts,10,6,Data Scientist
